"Novel Name","Genre",Tags,"Image Link","Synopsis"
"Alpha Nocturne's Contracted Mate","Werewolf Romance","alpha,contract marriage,luna,weak to strong","https://files.dreame.com/0/icon/s-54538c0d0b818b0d5eb459b2fea037d7/1700647300.jpg@208w_300h_2e_53287592837a.webp","“f**k, Ada…”

“Brad...oh, fuck... deeper... harder!” Ada’s shrill voice begged between breathy moans.

The banging of the headboard against the wall intensified as Ann froze.

No... it couldn’t be!

Ann took a deep breath and nudged the door a little more. Her chest felt like it would explode as she held her breath whilst the c***k widened.

When it revealed her sister lying underneath her husband-to-be, her hands flew to her mouth to stifle the gasp of horror as her heart shattered instantly.

As Brad roared his release inside her sister, Ada turned her head towards the door with a smirk.

An icy chill descended over Ann as if a bucket of ice water had been thrown over her and she stood and stared, her eyes wide and mouth slightly open in disbelief.

Ada lifted her hand and waved in Ada’s direction with a smug smile plastered on her face as Brad collapsed on top of her, kissing her neck tenderly.

Is there anything you can do if your mate had s*x with your sister?"
"My Surprise Mate","Romance","sex,pregnant,mate,independent,single mother,drama,bxg,werewolves,small town,virgin","https://files.dreame.com/images/2021/08/19/1428501426325467136611eeb3814fe3.png@208w_300h_2e_53287592837a.webp","Holly Ellison finds herself pregnant after a one-night mistake. What’s worse is he is a werewolf and wants nothing to do with her or their baby. Holly is scared of trying to raise a half werewolf baby by herself, but she refuses to give up. There is no way she can stay in her hometown and leaves with no destination in mind. Stopping in a small town in Texas ends up flipping her whole world upside down. Will she be able to move on and have a peaceful full life, or will her past come back to haunt her?"
"Under Mafia Protection","Romance","dark,HE,playboy,arrogant,badboy,mafia,single mother,enimies to lovers","https://assets.dreame.com/cover/2024/02/08/175569167099548876865c53ae8a9839.png@.webp","When Jimena, a young single mother with a dark past and a violent ex she's desperate to forget, crosses paths with Alessio Fanucci, a dangerous mafia heir, her world is turned upside down.

All she wanted was to get by working as a maid at the Fanucci mansion and to keep her distance from the three infamous Fanucci brothers as much as possible.

Things take a turn when the oldest brother and heir, Alessio, breaks off his arranged engagement with his ex and urgently needs a new one. Alessio, cold, ruthless, dominant, and not someone anyone talks back to, sees the quiet Jimena as nothing more than his pawn. Meanwhile, she sees Alessio as nothing more than another monster she needs to escape. As they spend more time together, the lines between fake and reality begin to blur, and they discover they have more in common than they initially thought.

Tensions rise when Jimena's ex returns, threatening her new comfortable life and the secrets she’s been withholding. He is out for revenge and is determined to go to any length for it, even if that means forming an alliance with the Fanuccis' enemy, who happens to be the family of Alessio’s ex.

With a war, untold truths, and feelings at stake, will Jimena’s newly formed bonds keep standing, or will everything around her crumble?"
"The Feral Heart","Romance","second chance,decisive,bear/werebear,sweet,bxg,werewolves,pack,supernature earth,rejected,chubby","https://files.dreame.com/images/2022/04/02/15100926857369804806247bf07ecbdf.png@208w_300h_2e_53287592837a.webp","Heather Nicholas is a young werewolf entering the adult phase of her life. Her dreams of having the perfect mate and finally having a life outside of her sister's shadow are finally coming true. When Heather's mate rejects her, she turns her back on her human and pack life. Content to relinquish it all to her wolf, Gwyn's, control until one decision changes everything.

Fearing he'd been forsaken by the goddess, Richard DuBois sank into a depression years ago. His cousin, Queen Bellamy Deveraux, and his Alpha, Lucien Deveraux, worked to get him and his wolf help. They supported him and cared for him while he waited for his mate to come, as predicted by a seer.

A long wait is finally ended. A family is brought together. And a dark truth is revealed."
"Lycan Princes Slave Mate","Romance","reincarnation/transmigration,HE,drama,pack,love at the first sight","https://assets.dreame.com/cover/2024/03/20/177034387333614387265fa88d5e0b8a.png@.webp","Abuse and pain are all Madelyn has ever known at the hands of her sadistic Alpha and his son, made worse when upon her 21st birthday, she discovers that Scott, the very boy who'd inflicted such horrors on her growing up was her mate.

She rejects him at once in an attempt at freedom, only to find out that Scott has no intentions of letting her go and demands that Madelyn becomes his mistress while he takes another for his Luna.

Panic ensues at the very idea of him laying his hands on her, but before she can come up with a plan to escape, the goddess gives her second chance mates. The powerful twin Lycan princes claim her as their own.

After finding her true loves and freedom, Madelyn must find the strength to fight for her new life, despite all her fears telling her that she didn't deserve an ounce of it. Until war comes and everything gets harder, and she's destined to stop it.

Will she win this fight or crumble under the pressure of a destiny she was never prepared for and a life of luxury and love she had never known?"
"Mated To The Lycan King","Romance","second chance,kickass heroine,queen,drama,bxg,werewolves,pack,royal,weak to strong,gorgeous","https://assets.dreame.com/cover/2023/09/11/170114528106574643264feca9f11f29.png@.webp","Avalynn was quiet and kept to herself type of girl throughout school. She couldn't wait for her 16th birthday for her wolf to show up and shift for the first time. On her 16th birthday that never happened. From there on out she was bullied by Ryder, the future Alpha of her pack, Crest Moon. She thought it odd that when she turned 17 the following year when everyone could feel the mate bond, she could feel something towards her mate. How could the Goddess be so cruel and mate her with him? He and his friends continued to bully her until her 18th birthday when she decided she has had enough and leaves. Stumbling through the woods, tears streaming down her face she's standing on the Cliffside of the waterfall contemplating on ending it all. A voice in her mind appears, her Wolf?  How? She and everyone else in her pack thought her wolfless. Maybe she has driven herself crazy. Then the sound of rustling bushes and snapping tree limbs come from behind her. Then the sound of a deep voice behind her and the most heavenly scent fills her nostrils ""Mate."" Her life would never be the same.."
"Queen of hearts","Romance","love-triangle,age gap,badgirl,kickass heroine,mafia,bxg,female lead,realistic earth,childhood crush,polygamy","https://files.dreame.com/images/2022/04/08/1512386897975226368625017ad70e4e.png@208w_300h_2e_53287592837a.webp","#3 of my best friend and his brother series.

Please read my best friend and his brother, their mafia kitten and then queen of hearts in order.

This book is the continuation love story of Cassidy and all five of her boys.

Now that Cassidy is leader of her fathers gang, she’s now mafia queen.

They’re all strong, ruthless together and unstoppable.

Nothing can get between them or separate them from each other.

What lies ahead of this sexy story?

More war?

More conflict?

More steamy romance?

Cassidy is now officially their mafia queen, and nobody dares disrespecting their queen."
"The Mating Rules (Book 1-5)","Romance","love-triangle,HE,shifter,curse,sweet,addiction","https://assets.dreame.com/cover/2024/02/07/175513341799951974465c332fecdef4.png@.webp","Book 1-5 Completed# Jamie-Lee, the Beta's daughter is disillusioned by her pack. Due to an intervention by the Moon Goddess, after a decline in Werewolf numbers, no wolf can now find his mate until the she wolf turns twenty one. As their decline is due to chosen mate pairings, any attempt by a werewolf to mark a female who is not his fated mate leads to unbearable pain before the mark fades away.

With fated mates now more important than ever, a ceremony is performed the night of the full moon after each she-wolf matures where she is taken to the forest, alone to wait for her wolf to call out to her other half and draw him to her.

Jamie-Lee just wants to know what love feels like, and hates that her right to fall in love naturally has been taken away from her. Forced to endure the ceremony, her world upends when for the first time in wolf pack history, not one but two wolves step out of the treeline to claim her as their own.

Faced with a decision, will she get her wish, will she fall in love the old fashioned way and feel the excitement of discovering her soul mate?"
"The Challenge Two Alphas, One Girl","Werewolf Romance","alpha,love-triangle,fated,luna,werewolves,pack,abuse,rejected,virgin,Writing Academy","https://files.dreame.com/images/2021/12/22/147362722475753881661c315eba8407.png@208w_300h_2e_53287592837a.webp","Friday is born a she-wolf but her eighteenth birthday passes without her phasing, officially making her wolf-less. The Alpha of the Marigold Wolf Pack, Maze, is her fated mate but he rejects her for being a wolf-less she-wolf. The Pack treats her like the scum of the earth. She is not even allowed to attend the Peace Treaty Celebration where the Alpha of the Berryndale Pack, a more powerful Aly, visits. In a twist of fate, visiting Alpha Thaddeus lays his eyes on her and realises she is his mate. Friday has been given a second chance mate after being rejected! She fears being rejected again but Alpha Thaddeus is lovesick and ready to make her his Luna, wolf-less or not. The only problem is Alpha Maze realises he doesn’t want to let her go. The Alphas enter into the Challenge: they have 30 days to win her heart. Friday must make the final decision. Will she forgive Maze or forge a new destiny with Thaddeus?"
"Claiming Their Queen","Romance","dark,HE,shifter,curse,dominant,princess,king,bxg,witty,enimies to lovers,dragons,polygamy,seductive,stubborn","https://assets.dreame.com/cover/2023/09/11/170104361502490624064fe6bf0a2cc6.png@.webp","Alpha Princess Lvy Grimm has been anticipating the return of her best friend for years. He was her teenage dream, and she hoped he would not only be her future beta but also her mate. So it was. However, when they reunite, he has a chosen mate and has gotten her pregnant!

Alpha's pride won't allow Lvy to lose her cool, so she accepts his rejection. She goes back to her bedroom and suffers the pain of rejection alone. An invisible man crawls into Lvy's bed late at night and heals her heartbreak with his kisses ......

Who is he? Will he be her second chance? What if more paranormal heroes want this beautiful Alpha Princess? Will her beta regret it?"
"The Rejected Life of Mala Luca","Romance","HE,drama,pack,cheating,assistant","https://files.dreame.com/images/2023/03/03/1631489560485879808640162ada65be.png@208w_300h_2e_53287592837a.webp","Where does one go when rejected by their Mate? Banished by their Alpha? or turned themselves rogue to escape the pain that is their life within their home pack. There are packs, if one can find them, for those considered rejects, to their own and they grow exponentially. These packs accept all rejected wolves, male or female.

All that are rejected are welcome within these packs, where they can be with others like themselves, kindred spirits, where they have no fear of punishment or brutality, these places are called The Rejected Packs. They are secretly supported by the wolfen council.

A Rejected Pack will stay as such until one day the pack is considered to be big and strong and is recognized by the wolfen council as worthy of reintroduction to the wolfen society as a fully legitimized pack with a new name.

This is the tale of one Rejected she-wolf Tamala Lucas; known now as Mala Luca, thought to be wolf-less, is shunned by her pack and treated cruelly by those around her. This tale tells of why she leaves her pack, how she comes to live within a rejected pack, what her life is like there, who she will become and who she meets and befriends. Learns a Mate is not a terrible thing after all, is able to see the good of a Mate Bond and will come to helps others to accept their fated Mate. Even though she never wants it for herself would rather have a chosen Mate, someone she knows, can trust and chose to love on her own terms.

Mala will try stay clear of her past that comes knocking once more for her over the years, after being hidden for along time, from her former mate. Her Mate who rejected her at 18, even though she was the fiercest warrior, rejected for being wolf-less, now he wants her back, he knows she is not wolf-less and is still the best fighter out there. A ruthless fighter who takes no prisoners.

Knows that Mala would make for a Warrior Luna, something highly prized and would make any pack stronger, would give him good strong heirs. Not something that Mala wants for herself, she has no desire to go back to her home pack, regardless of the way her former Mate is or how he gets to her, to find her and try to bring her back to him. What will Mala do to keep her life inside the rejected pack?"
"Divorced Heiress","Romance","HE,single mother,heir/heiress,drama,cheating","https://files.dreame.com/0/icon/s-cf60fdafbc012f0cbb0f0a2761dd7271/1700102593.jpg@208w_300h_2e_53287592837a.webp","A pregnancy test was enough to restore my hope of saving my dream marriage with the billionaire businessman, CEO of Lancaster Collection, Alexander Lancaster.

But my hopes vanished as quickly as they came when I found out that he had been cheating on me for a long time and with the person I trusted the most.

Pregnancy. Infidelity. Divorce.

The pain of losing the person I loved the most disappeared when I held him in my arms. I wouldn't be the first or the last woman to raise a child alone.

What Alexander never knew is that I am the heiress to the fortune of the most influential and important man in the fashion world.

I am the divorced heiress.

Author's Original: Heredera divorciada. https://www.dreame.com/story/1008739328-heredera-divorciada-"
"The Lycan King's Hybrid Queen","Romance","shifter,enimies to lovers","https://assets.dreame.com/cover/2024/01/29/175188653372172697665b76318b8ce9.png@.webp","My name is Lyric Ryker, and I am a wolf-fairy; I am also cursed to walk this life, never able to die. Why? Because the Fairy King wants me as his bride, and he will stop at nothing to claim me. Hidden all my life along with my twin sister, pain becomes our best friend. Slaves, prisoners, playthings - those are just some of the names the Alpha calls us. Abused and tortured simply for being alive, there is no way out of Hell Howlers Pack for us. We have but one hope - The Lycan King.

I had no idea King Thane would turn out to be my mate, and I’m cautious. The Fairy King will never give up searching for me; even my Lycan King Mate cannot protect me from the horrors yet to come.

With the threat of losing his mate to the Fairy King, Thane must protect his Queen with everything he has. But with a Queen so strong-willed, will Thane fail to keep the mate he cannot live without doing something that will change the course of history?

Find out in The Lycan King’s Hybrid Queen!"
"Bribing The  Billionaire's Revenge","Romance","billionaire,revenge,pregnant,affair","https://files.dreame.com/0/icon/s-651fc71ed679058b12de4dc8f77a9439/1700645868.jpg@208w_300h_2e_53287592837a.webp","Liesl McGrath is an up-and-coming artist but for eight years she focuses on her husband as a devoted partner, adjusting her life and her career around him achieving his goal of becoming CEO by the age of thirty.

Her life is perfect until her glass castle crashes down. Her husband admits to infidelity with none other than her own sister and there is a child coming. Liesl decides the best way to mend her shattered heart is by destroying the one thing he holds more important than anything else: his career.

Isaias Machado is a billionaire first generation American he knows the value of hard work and doing what it takes to survive. His entire life has been geared to the moment he can take the McGrath company away from the corrupted men who once left his family homeless.

When Liesl McGrath approaches the billionaire to bribe him with information set to ruin her ex-husband, Isaias Machado is chomping at the bit to take everything the McGrath’s prize including Liesl.

A story of love, revenge and healing needs to start somewhere and Liesl’s pain is the catalyst to the wildest rollercoaster ride of her life. Let the bribery begin."
"Warrior Princess","Romance","possessive,kickass heroine,brave,self-improved,drama,sweet,bxg,werewolves,self discover,supernatural","https://assets.dreame.com/cover/2023/08/31/169712324198399590464f028ceeb5cc.png@.webp","Samantha is a young shewolf at the Blue Ridge Mountain Pack. She hasn't had it easy her whole life between being bullied, belittled, and underestimated. She is the best daughter and a twin at that. After finding out how people close to her truly feel she decides to leave. Will she ever find someone who cares?

Kasen is the young alpha king. He has been hurt and betrayed before. Ruling a kingdom isn't easy especially at 21. Will he find the one that the goddess made for him? What if his mate is just as hurt and broken as he is?

*****

BooK 2: The Alphas Omega Queen (ongoing)"
"Selling Myself To The Alpha","Romance","HE,forced,powerful,drama,bxg,werewolves,city,soul-swap,office lady,seductive","https://files.dreame.com/0/icon/s-452a5e10cb6c6c5ec07feacd0b3f4bf1/1703470751.jpg@208w_300h_2e_53287592837a.webp","After the human girl accidentally sold herself to the Alpha, the Alpha was surprised to find that he had found his destined mate!

——

The day before my wedding, I watched my fiance sleep with my best friend.

To get back at them, I went to my fiance's boss and sold me to him. But I didn't know he was Alpha and I was pregnant with his wolf pup!

I tried to escape, but he came to me——

“Liana, my dear mate, be my Luna.”

Wait? Mate? Did I hear that right? But I'm just a human girl!"
"Inseparable","Romance","forbidden,sex,polyamory,pregnant,bxg,abuse,self discover,special ability","https://files.dreame.com/images/2021/02/19/1362656907684524032602f60c2db568.png@208w_300h_2e_53287592837a.webp","“Oh my god, they are so handsome!”

“I heard they haven’t found their mates yet.”

“Why couldn’t it be me?”

Now I was even more curious. When they went out with the plates, I tiptoed up to the swinging door. While everyone was distracted by the servers, I pushed the door open just a crack and peeked through into the formal dining room.

By bad luck, the two men in question had their backs to me. They sat straight and tall, one in a dark red shirt, one in a light blue shirt. The red shirt had long hair pulled back in a pony tale. The blue shirt had a short, deliberately messy style.

I couldn’t tell much from the backs of them except they seemed well muscled. I was just about to back out of the door when I was hit with the most tantalizing odor.

It overpowered the spicy scent of my jambalaya and made me almost dizzy… I tried to put a name to it… sandalwood, sweet cedar, and s*x. Do I even know what s*x smells like? I was frozen and couldn’t move from the door.

At the same time, the two men stiffened in their chairs and seemed to be looking around in confusion.

Luna looked around them and saw me in the door way. Her eyes burned like fire into my skull and I finally snapped out of the trance I was in and slipped back into the kitchen.

I was never supposed to be seen in the dining room – so my indiscretion would no doubt earn me a belting later. I went back to the clean up with a heavy heart."
"Broken Mate, Fixed By Fate","Werewolf Romance","love-triangle,HE,second chance,shifter,omega,drama,bxg,campus,pack,selfish","https://assets.dreame.com/cover/2024/03/19/176998191946389094465f937bc6c77f.png@.webp","Maeve and Jack are childhood sweethearts who turned out to be fated mates. Both from the lower ranks aspiring to become better in life, they agreed to help each other out by supporting each other's goals before getting married. Maeve works hard to pay for Jack's training as a warrior after which it will be Maeve's turn to pursue her own career as a designer while he supports her. At least that was the plan.

But Jack betrayed Maeve and she was so shattered that she refused to talk anymore, and even her wolf goes into deep mourning and she can no longer shift. It came to the point that everyone assumed she became speech-impaired due to trauma and stress and she let them believe it.

Then she meets Elijah, who is so different from Jack. More brains than brawl, bookish rather than sporty, he is kind and honorable and is the perfect gentleman. He is also rather observant which unnerves her because she is still pretending not to speak. Slowly but surely, she starts to fall for him...but then Jack returns, not willing to let her go, and begs for a second chance so they might continue their dream together."
"The Lycan King's Secret Mate","Werewolf Romance","alpha,HE,opposites attract,arrogant,blue collar,drama,bxg,another world","https://files.dreame.com/0/icon/s-0b41d65e84b0279e47b1bc7fb5d4a885/1698740087.jpg@208w_300h_2e_53287592837a.webp","A pack is only as strong as its weakest member, in order to ensure the strength of the pack even the weakest among them should be cared for. This was the mantra in Lucy's pack, too bad they didn't practice what they preach. As a poorly treated Omega she is overjoyed when she discovers her mate, and that her mate is none other than the Lycan King. Except he doesn't seem to want anything to do with her. He doesn't even acknowledge her when they meet. Lucy thinks maybe he'll just leave her alone until he presents her with an ultimatum: come back to the palace as the cook and maid for him and his mate leading up to their mating ceremony while following his ridiculous set of rules, or become a rogue."
"The Arena","Romance","friends to lovers,another world","https://assets.dreame.com/cover/2024/02/19/175939116739502489665d2b054b2fce.png@.webp","Tana is a fire dragon, one of only four Elemental Dragons left in the world. For nearly a year, she has battled in the Arena, a supernatural gladiator fighting ring where you must fight to the death. Most die in their first competition. Others survive a couple of weeks. Only a few have survived this longas long as she has. Tana hid her true identity from everyone. If they knew what she was, her fate would be worse than the Arena.

Cedric, an Alpha werewolf, believed his pack would quickly rescue him and the other shifters after their capture by hunters. Left to fend for himself in the Arena, Cedric meets Tana. Together, they form a powerful bond and help each other survive. Cedric is convinced that Tana is his fated mate, assuming she's an Alpha werewolf to have survived so long.

When they finally get a chance to escape, Cedric claims Tana as his mate, and he markings her in a night of passion. Only when he sinks his teeth into her neck, he feels a power like never before, and he realizes she is no werewolf. Confused and angry at what he considers a betrayal, Cedric leaves, only to return to find her gone the next morning.

One night of passion was all it took for Tana to become pregnant. Rejected by her mate, she forges a new life in the city for herself and her child, steering clear of werewolf packs in the hopes of avoiding Cedric's presence. But, unbeknownst to her, he has been hunting for Tana since the night he left her.

What will happen when their businesses bring them back together, and he finds that Tana now has a daughter? Will he accept her? Or will he reject her again, leaving their bond forever shattered forever?"
"Fated To The Alpha (Complete Fated Series collection)","Romance","love-triangle,HE,fated,curse,dominant,drama,bxg,pack,another world","https://assets.dreame.com/cover/2023/11/16/17250672076019466246555d1a7678bc.png@.webp","Katya has always been an outsider, shunned for having no wolf and unable to live up to the reputations of her Beta father and infamous warrior mother. Just before her 18th birthday, her family is stripped of their titles and shunned from the pack.

They have only two options: go rogue or seek refuge in a Black Creek Pack. Katya suddenly finds herself caught up in a web of lies her parents told. Now, not only does she need to prove herself to her new Alpha, but she must keep him from discovering her secret.

However, Katya finds keeping her secret harder than she thought when the Alpha shows a keen interest in her. She is forced to move into the packhouse. With nowhere to hide, she is forced to take extreme measures to keep him from discovering she has no wolf.

But darkness looms, and secrets come to light, more than she ever imagined. Now Katya doesn’t know whom to trust or whom to turn to when everything she thought she knew was just another lie of a bigger secret kept.

Just when she believes she has all the puzzle pieces, she learns the Alpha is keeping his own secret. She is his mate. There is just one issue: Katya has no wolf, so what will happen if he figures that out? Will he keep her or shun her as her last Alpha did?

Author Note:

This book is an entire series written under the first title, this is 7 books and completed.

Fated Series collection

Fated To The Alpha

Fated To The Beta

Cursed To The Alpha

Blessed To The Luna

Her Desired Alphas

Their Desired Luna

Taming The Alpha's Daughter."
"b**m: The Club","Romance","HE,badboy,office/work place,enimies to lovers","https://files.dreame.com/images/2023/03/18/163701881433835929664158032c34c2.png@208w_300h_2e_53287592837a.webp","A young girl enters a b**m club for help. He's more than willing. Is she horrified by what she sees? Or is she is curious about this lifestyle? He's ready to show her a darker side of himself. She wants to know if he is the gentleman, he portrays himself to be, or is he just using her?"
"RISEN: BURNING FLAME","Romance","HE,shifter,prince,bxg,kicking,campus,secrets,dragons","https://assets.dreame.com/cover/2023/11/30/1730092652629516288656819f633370.png@.webp","Ava is an orphan girl, or so she believes. During her adoption, her foster father repeatedly abused her and attempted to violate her

When Ava finally ran away, she fell into the trap of Barry, a criminal, being abused for a long time.

There is no way out because Barry is too powerful, he is always hanging over her life, and freedom.

Arman Pendragon, the Dragon Prince is Ava's fated mate.

There is nothing he wouldn't do for her, there is nothing he wouldn't risk for her.

A dragon's love is eternal. His loyalty and faith in their love will bring his fall.

Will the mate bond Ava and Arman share be able to endure the hurricane  ahead?"
"Mated To Big Brother-in-law","Romance","billionaire,dark,HE,dominant,bxg,pack,rejected,assistant","https://assets.dreame.com/cover/2024/02/20/175988828048243097665d47f4d6704a.png@.webp","Life was perfect until she met her boyfriend's big brother. There was a forbidden law in the Night Shade Pack that if the head Alpha rejected his mate, he would be stripped of his position. Sophia's life would get connected with the law. She was an Omega who was dating the head Alpha's younger brother.

Bryan Morrison, the head Alpha, was not only a cold-blooded man but also a charming business tycoon. His name was enough to cause other packs to tremble. He was known as a ruthless man.

What if, by some twist of destiny, Sophia's path were to intertwine with his?"
"Broken by My Mate","Romance","HE,kickass heroine,drama,pack","https://assets.dreame.com/cover/2023/10/11/17120464993096744966526732c9c9fa.png@.webp","As the youngest child of her family, Elena Wright has lived a charmed life. Every need has been provided. She was protected by her parents and older twin brothers. Elena started training at a young age to become the strong Luna, or Beta female, she was born to be. There was no threat posed to the Blood Rose pack, so Elena and her best friend felt safe exiting the pack to go shopping.

Things changed for her in the blink of an eye. Going from a position of privilege to becoming imprisoned inside another pack. To make it worse, her mate, Tucker Simpson, was the one who had her taken. Not because he loved her and couldn't live without her. He took her to punish her for the acts that her family had committed against his. Ticker stubbornly refused to accept her because he hated her whole family. Tucker already had a chosen mate, Genesis. She was furious to find that he had met his mate and wanted Elena out of the picture, permanently.

Tucker was determined to punish Elena, only to find out, that he had been wrong. He let his hate and anger allow him to lose his true mate. Will Tucker be able to get her back? Will she have any forgiveness in her heart for him?

Or will Elena be given a second chance mate? Adrian Michaels, Alpha of the Blood Stone pack, has been looking for his true mate for years. Adrian happens to have a she-wolf in his pack, who is willing to do anything to become the next Luna. Will love be able to overcome all the obstacles that have been placed in Elena's path? Or will a jealous she-wolf end up breaking them apart forever?"
"The Billionaire's Twins Play Matchmaker","Romance","billionaire,HE,arranged marriage,heir/heiress,blue collar,bxg,lighthearted,addiction,civilian","https://assets.dreame.com/cover/2023/11/06/17213583855652044806548538b818be.png@.webp","Book One of the Lost Loves series.

Eight years ago Julius DaLair, New York's most eligible bachelor, married childhood friend Macey Grayson. Six years ago he made the biggest mistake of his life and she disappeared. For six years he has been desperate to find her.

Unbeknownst to him she has been living in Paris raising their twins and under the protection of none other than his father the infamous Augustus DaLair who not only helped her leave New York without a trace but has been supporting her while she returned to her studies.

It is more than just twins Macey has been keeping secret. Julius is about to learn there is more to the woman he married and their children than meets the eye. How can he win her back? Will his children accept him despite not being in their lives for five years? Does he have secret helpers hoping to bring them all together?"
"My Miracle Luna (Complete)","Werewolf Romance","alpha,fated,kickass heroine,drama,bxg,werewolves,pack,first love,rejected,supernatural","https://files.dreame.com/images/2022/11/24/1595615808443441152637ee0a46677b.png@208w_300h_2e_53287592837a.webp","This book is now available for purchase on Ama*zon.

Due to the length, it was split into three parts. All three parts are available on Ama*zon as of 07/06/2023.

------------------------------------------------------------

As of September 30, 2020, this book was placed on the pay-to-read program.

Rylee Duquesne was orphaned at ten years old when her father, the Alpha of the Silver Lake pack, was challenged for his pack. He lost. The challenger, Alpha Eric Patterson of the Halfmoon pack took over and slaughtered everyone. Rylee was the only survivor. After she is discovered, Eric took her in and turned her into a slave.

For eight years, Rylee was mistreated and abused. On her 18th birthday, Rylee meets her mate, and it's none other than Eric's son and the future Alpha of Halfmoon, Ash. He rejects her, and she accepts; unfortunately, she had to reveal her true identity, that she is an Alpha by blood; however, Rylee is not only an Alpha by her father's side but also her mother's, making Rylee a true Alpha.

Ash realizes that he is in love with Rylee, but it's too late. On the night of his Alpha ceremony, Rylee is given her second chance mate, another Alpha. Wyatt Valencia, of Blue Lake. Unbeknownst to her, Wyatt has been in love with Rylee since she was ten years old.

Will Rylee be able to let go of her past and find happiness with Wyatt, or has the damage to her soul put her in a place of no return? What will happen when Rylee's pedigree is fully discovered by the enemy?

Read to find out.

Copyright © 2020-2021 Eunie Lee

All Rights Reserved

If I find out anyone has plagiarized my work. I will report you, and depending on the severity, I will even take legal action.

This story is signed and published on Dreame, and Dreame alone.

Image credits go to Pixabay.com"
"Snatched By The Feral Beta","Werewolf Romance","alpha,HE,age gap,opposites attract,dominant,bxg,pack","https://assets.dreame.com/cover/2023/12/03/1731298183957078016656c7cb342040.png@.webp","On March 1st book is joining PTR

“ How do mated couples behave after the female has been snatched?” The question escapes before I can stop it.

A chuckle resonates from deep within his chest,it holds no humor to it.

He leans close to my ear, his hot breath fanning my ear making me slightly squirm in my seat. “ Would you really like to know?”

—————

In a world where wolves claim each other through a custom called ""The Snatching,""

Kali waits to be snatched by her fated mate, but it never happens until she catches her fated mate having an affair with his stepsister.

Broken and angry after what she learns, she asks the only dangerous man in her Pack, the feral beta, to snatch her before her mate can do so.

They agree sign a contract to work together, even though Kali hides a disturbing secret from the feral beta concerning the disappearance of his niece.

Together, they must solve the mystery of his niece’s and her brother’s disappearance.

But what happens when the feral beta finally meets his fated mate?"
"He Broke My Heart So I Marry His Father","Billionaire Romance","dark,HE,age gap,dominant,boss,bxg,office/work place,enimies to lovers","https://assets.dreame.com/cover/2023/12/04/1731576777287110656656d802923f7e.png@.webp","Ashton Baylor was head over heels in love with her mysterious and handsome longtime boyfriend Benjamin Bradford until a night on the town with the girls turned into her catching the love of her life with his tongue down a stranger's throat. Her broken heart leads her on a jealous, rage-filled mission as she chooses to lose her innocence to Benjamin's father out of spite. Ashton quickly finds herself in a precarious situation when she finds out his father is the very dangerous Arden Pike... her boss."
"The Hybrid Queen","Werewolf Romance","alpha,HE,shifter,princess,king,bxg,serious,campus,pack,addiction,selfish,stubborn","https://assets.dreame.com/cover/2023/09/28/170725535143300300865150511ac987.png@.webp","Rayne Lancaster thought she knew everything about her life. She had grown up happy in her pack with her warrior mother, who loved her dearly. There were certain people who were always less than kind, like the Alpha Heir and his stuck-up friends. As far as she could tell his only problem was he felt she was below him and did not fall at his feet like the other females in the pack. She was a strong fighter, who beat even the ranked members at practice, and the Alpha and Luna were proud to have such a strong warrior in their pack. The Luna being best friends with Rayne’s mum always hoped that their children would one day be mated as she thought Rayne would make a strong and caring Luna. Unfortunately, her dream came true on Rayne’s 18th birthday, Alpha Heir Jamison Gold was horrified when his wolf cried out “mate” in his head. Especially after Rayne had not received her wolf on her birthday as all wolf shifters do. He instantly rejected the bond in front of all of their peers, and Rayne wasted no time in accepting it. After her failed shift, her mother Maria felt it was time to come clean to Rayne about her past. A secret she had to keep until she turned 18 to protect her. Who is Rayne really, who are her real parents, and why did they have to give her up? Join Rayne as she discovers what makes her truly special, and as she becomes the powerful person she is destined to be. Rayne finds a family she never knew she had and a love much more worthy of her."
