name,assoc_names,original_language,authors,genres,tags,image_link,description
"T, This Hottie Is My Childhood Friend and Fiancé? As Expected of a Villainess, Unless You’re of That Caliber, You Wouldn’t Be Capable of Handling Such a Big Role",['こ、こんなイケメンが私の幼馴染みで婚約者ですって？\u3000さすが悪役令嬢、それくらいの器じゃなければこんな大役務まらないわ'],japanese,['natsunoaoi'],"['adult', 'comedy', 'fantasy', 'josei', 'mature', 'romance', 'shoujo', 'smut']","['academy', 'aristocracy', 'arranged marriage', 'beast companions', 'beautiful female lead', 'body swap', 'caring protagonist', 'character growth', 'charismatic protagonist', 'charming protagonist', 'childhood friends', 'clumsy love interests', 'c*nnilingus', 'couple growth', 'cute children', 'cute protagonist', 'devoted love interests', 'doting love interests', 'early romance', 'fated lovers', 'female protagonist', 'first love', 'first-time interc**rse', 'heartwarming', 'interdimensional travel', 'magic', 'm*sturbation', 'misunderstandings', 'multiple timelines', 'otome game', 'possessive characters', 'royalty', 'strong love interests', 'time skip', 'transported into a game world', 'unconditional love', 'villainess noble girls', 'younger brothers']",https://cdn.novelupdates.com/images/2024/01/T-this-hottie-is-my-childhood-friend-and-fianc-As-expected-of-a-villainess-unless-youre-of-that-caliber-you-wouldnt-be-capable-of-handling-such-a-big-role.jpeg,"In the northern kingdom Elrand, Rin, a first-year university student, found herself reincarnated as Duchess Richeli. Her fiancé, Zinon is the kingdom’s crown prince. Eh? Is this the world of the otome game that my younger sister and female friends were addicted to every day? I’ve never played it. Moreover, Richeli is a villainess who acts erotically towards all of the heroine’s targets, and no matter what route she takes, she is always sent to the convent after her engagement is broken off by the prince. Only a bad ending awaited her. However, I, who has zero experience in both otome games and romance, might find living in a convent more comfortable… Maybe it’s better to play the seductive villainess without fuss and have my engagement quickly anulled? As Rin struggles to decide, she can’t help but feel her heart race around the sexy Zinon. Meanwhile, Zinon is both suspicious of the sudden change in Richeli and strangely drawn to her."
Tailhook,['尾钩'],chinese,"['larivegauche', 'seine rivegauche', '塞纳左岸']","['adult', 'drama', 'romance', 'slice of life', 'smut', 'yaoi']","['manly gay couple', 'modern day', 'pilots', 'power couple', 'reversible couple']",https://cdn.novelupdates.com/images/2023/11/Tailhook.jpeg,"When a frivolous man[1] meets a righteous one [2]; when one who has nothing meets another who lacks nothing Written by larivegauche Tags: Original Novel, BL, Long Novel, Completed, Plot, Modern, HE (Happy Ending), Power Couple, Switch Couple Other Tags: (Continuing with the) Love in the Air, Career-focused Novel, Atypical FWBs-to-Lovers A story where they: went on three dates before having s*x, had s*x for three times before breaking up, were together for three years before getting married Also: a slow-burn romance between two siscon Airbus pilots Pilot x Pilot. Ex-carrier-based aircraft pilot, current civil aviation model worker piloting A320 planes x The youngest captain in KLM who is piloting A330 planes. Contestant who faces life with a smile x Contestant who is rational and direct Zhou Qichen (周其琛) x Lang Feng (郎峰) —The tailhook, also known as the arresting hook, is one of the most important components on a carrier-based aircraft. When landing, the tailhook increases resistance through snagging onto the arresting wire suspended across the deck of the carrier. This is so that the carrier will be able to land on the runway within a short period of time. Globally, organizations whose members are naval carrier-based aircraft pilots are also called Tailhook Associations. This novel will mainly tell a story from Zhou Qichen’s POV. Derived from the side relationship in another novel The Approach (从万米高空降临). T/N: This is a fan translation done with permission by the author. It is strictly not for profit. Any copy of this translation outside of this Google doc is not the original. Thank you. 1.  浪子：a man who flits from one partner to another, never able to settle
2.  君子：a gentleman; a man with virtue and noble character"
The 70-Year Family Lets You Take Charge,['70年之家让你做主'],chinese,['再战江'],['romance'],"['alternate world', 'childcare', 'childish protagonist', 'clever protagonist', 'crossover', 'farming', 'female protagonist', 'mpreg', 'poor to rich', 'transmigration']",https://cdn.novelupdates.com/images/2024/04/The-Year-Family-Lets-You-Take-Charge.png,"Everyone is curious, why does Su Fei, a talented and capable woman, only have one man in her life? That’s not logical! Su Fei, cigarette in mouth, thinks: As a single motherly old woman, she asks the heavens for a young body. The heavens, “Duang,” let her cross over! She asks the heavens for a young man, “Duang,” and she gets a little wolf pup instead. Oh my, it’s beyond expectation! She asks not to have children."
The 800-Years-Old Villainess who Possessed a Low-Ranking Lady Peacefully Enjoyed her Youth,"['dotēhen’rējōni hyōishita hapyakunen’maeno akujowa hissori sēshun’o tanoshin’deiru', 'The 800-Years-Old Villainess who Possessed a Low-Ranking Lady Peacefully Enjoyed her Youth (WN)', 'ど底辺令嬢に憑依した800年前の悪女はひっそり青春を楽しんでいる']",japanese,"['yui regina', 'ゆいレギナ']","['action', 'comedy', 'drama', 'fantasy', 'romance', 'school life', 'shoujo', 'slice of life']","['academy', 'adapted to manga', 'comedic undertone', 'dead protagonist', 'european ambience', 'female protagonist', 'friendship', 'ghosts', 'overpowered protagonist', 'possession', 'revenge', 'villainess noble girls', 'witches']",https://cdn.novelupdates.com/images/2023/11/The-YearsOld-Villainess-who-Possessed-a-LowRanking-Lady-Peacefully-Enjoyed-her-Youth.jpg,"Nora, who had been sealed for 800 years for threatening to destroy the world, was very bored. One day, she heard the voice of a girl—Cecily—wishing to die, and was awaken. By that time, she’d grown feeble, and her body had shriveled. Thus, Nora proposed to Cecily. ‘—If that’s the case, would you lend me your body? In exchange, I promise that in a year, you’ll have a friend, a lover, a warm family, and promising future prospect for your perfect restart!’ The ‘Incorrigible Villainess,’ Nora, was resurrected in the body of the ‘Withered Grass Lady,’ Cecily. First and foremost, the young lady who had pushed Cecily down the stairs had to be punished. As a matter of course, Nora flatly refused all requests from Cecily’s older sister who’d been taking advantage of her for a long time. As for Cecily’s family, who had tormented her for not being able to use magic… she’d make them regret! Of course, she also had to enjoy her own school life. Classes, club activities, school festivals. She had to study and play to her heart’s content. ‘Let’s enjoy the youth that I’d yearned for during my final moments!’ This is the story of a young girl who was nicknamed ‘Withered Grass Lady’ as she takes the reins of her youth. …And also, the story of a girl touted as the ‘Incorrigible Villainess’ who conquers her fate from 800 years ago, and fulfills all her wishes while doing whatever she wants."
The Beast Next Door,['隔壁禽兽的他'],chinese,['黑暗森林'],"['adult', 'romance', 'smut']","['beautiful female lead', 'c*nnilingus', 'female protagonist', 'first-time interc**rse', 'handsome male lead', 'modern day', 'r-18', 'shy characters']",https://www.novelupdates.com/img/noimagefound.jpg,"If Song Qingqing hadn’t met Han Ting who lived next door, she would have followed her parents’ arrangements and get married, be a good wife and mother. After meeting Han Ting, she was played by him and turned into a sl*t that squirted milk as soon as he f*cked her. Rough guy x sweet girl"
The Billion-Value Lands Are Just For Farming,['我，百亿地皮来种地'],chinese,"['bao mi yang zi', '苞米洋子']","['action', 'adventure', 'comedy', 'drama', 'fantasy', 'mystery', 'romance', 'supernatural']","['clever protagonist', 'complex family relationships', 'cultivation', 'easy going life', 'family conflict', 'fantasy creatures', 'fantasy world', 'farming', 'level system', 'magical technology', 'male protagonist', 'modern day', 'murders', 'mystery solving', 'poor to rich', 'scientists', 'sudden wealth', 'technological gap', 'wealthy characters']",https://cdn.novelupdates.com/images/2023/08/The-BillionValue-Lands-Are-Just-For-Farming.png,"At the beginning, he acquired a piece of land worth billions, but Su Ming used it to cultivate crops! Row after row of cucumbers, plant after plant of chili peppers, shoot after shoot of bamboo shoots… … Everyone couldn’t understand: “Having a billion-dollar land and using it for farming? Su Ming, what’s wrong with you?” Yet, Su Ming just smiled mysteriously. Do you really think, naively, that the cucumbers I grow are just ordinary cucumbers? The joy I find in farming is something you can never imagine!"
The Camellia Tattoo,['동백 문신'],korean,['묘묘희'],"['adult', 'fantasy', 'romance', 'smut']","['arranged marriage', 'beautiful female lead', 'bloodlines', 'character growth', 'couple growth', 'dreams', 'european ambience', 'female protagonist', 'first-time interc**rse', 'flashbacks', 'handsome male lead', 'knights', 'magic', 'monsters', 'prophecies', 'r-18', 'reincarnation', 'royalty', 'second chance']",https://cdn.novelupdates.com/images/2023/10/The-Camellia-Tattoo.jpg,"The Princess as beautiful as a fairy, Amber. Her husband, who lived as a mercenary, was essentially different from her in every way. Due to a forced marriage, Amber fell into despair. Throughout the years of their marriage, she vehemently resented everything about her husband. However, when he met his end trying to protect her and their unborn child, Amber was overwhelmed with regret and wished to turn back time… The starting point of her regression happened to be the very first night of their wedding? “You never once glanced at me throughout the wedding, I thought you were upset for becoming the wife of a lowlife.” She was already like burnt ashes, yet he seemed like a fire spirit dancing above the ruins. His embrace felt too scorching to bear, so Amber eventually averted her eyes. • • • • • • • It was only after meeting you that I realized I had a hole inside me. And I soon became delighted, knowing that you could fill that part of me. But as I filled that part, I became greedier. Ah, if only I were a bit more wicked, I could have swallowed you whole."
The Clueless Girl Gets F**ked Every Day,['傻白甜天天挨操（高H np ）'],chinese,['就想吃肉肉'],"['adult', 'drama', 'harem', 'romance', 'smut']","['bdsm', 'beautiful female lead', 'female protagonist', 'incest', 'reverse harem', 'r*pe']",https://www.novelupdates.com/img/noimagefound.jpg,"Content Warning: This is a non-logical and unconventional erot*c story. The female protagonist is f*cked in various ways. If you cannot tolerate this, please refrain from reading. The story follows a seemingly innocent clueless girl with a seductive appearance. After losing her v**ginity to a wealthy man and having so many or**sms, the intense pleasure from these encounters made her question her life choices. Subsequently, she was further trained by multiple partners into a truly s**tty woman. She couldn’t bear a day without being f*cked, feeling empty and lonely otherwise. From then on, she embarked on a journey of indulgence and self-discovery, all while getting f*cked. The female protagonist unleashed her physical desires, despite maintaining a conservative mind. While moaning “no” as she was being penetrated, she experienced consecutive or**sms, causing her to become drenched in lust. Her inner and outer selves seemed contradictory, creating the impression of coercion in her encounters. If you can’t handle it, please refrain from reading. The content includes various elements such as BD*M, bondage, r*pe, and light SM. In any case, if you’re looking for something spicy, you’ll find plenty here."
The Cold Movie Queen Has Gone Mad For Me,"['CMQ', '冰山影后她为我失狂了']",chinese,"['na zhi yang', '那只杨']","['drama', 'romance', 'yuri']","['acting', 'beautiful female lead', 'calm protagonist', 'celebrities', 'cold love interests', 'contracts', 'different social status', 'misunderstandings', 'modern day', 'past trauma', 'possessive characters', 'reincarnation', 'second chance', 'showbiz']",https://cdn.novelupdates.com/images/2023/09/The-Cold-Movie-Queen-Has-Gone-Mad-For-Me.jpg,"Yu Kai is widely regarded as the cherished love interest of Liu Yueming, someone who is untouchable in the eyes of everyone. However, she alone experiences the bitter anguish within her heart. Throughout the past six years, she has consistently played a subservient role, enduring the discomfort of receiving cold treatment despite her genuine efforts. She believed that Liu Yueming’s lack of verbal affection could be overcome through wholehearted dedication, hoping to warm her heart in the process. In the sixth year of being together, Yu Kai, having achieved the title of Best Actress, meticulously prepared a key necklace to unlock the icy padlock and officially become Liu Yueming’s girlfriend. But amidst the ambiguous play of light and shadow, the usually reserved Liu Yueming was seen smiling and holding hands with another woman, engaging in lively conversations and displaying intimate gestures. Liu Yueming approached her while holding the woman’s hand, introducing her as an “old friend” from the past. She further expressed the need for them to get along well in the future. As she gazed at the woman who bore an uncanny resemblance to herself, it was as if a crushing blow had struck her. “I couldn’t care less about her.” Despite being a stand-in for six years, she still foolishly entertained the notion of transforming from a mere sparrow to a phoenix. Then with a sudden awakening, Yu Kai found herself transported back to the very same place she was six years ago. In this lifetime, she’ll no longer love. However, after being reborn, the award-winning actress seemed to have undergone a transformation. The once distant person who never initiated embraces now willingly embraced her. She, who had never allowed herself to be kissed, now took the initiative to steal kisses from her. The one who always maintained a cold demeanor would even blush and express affectionate words in her arms, saying, “I love Little Yu the most.” Damn rebirth, she was frightened by it. She needed to quickly save money and provisions to run away. … Liu Yueming was reborn, and she realized that the lovebird she had nurtured was still just as obedient as before. However, after their intimate encounters in the late night, Yu Kai no longer regarded her with eyes filled with love, nor did she inquire about her feelings. In that case, she had to take the initiative herself. Until one day, the lovebird packed a small parcel and said, “Yueming, thank you for your care. I have settled all the debts at home, and from now on, we are even…” … During the intense clash between their devoted fan bases, Liu Yueming posted on her Weibo account: “My dear Kai, I look forward to your guidance in the future.” The post is accompanied by a picture where two lovely hands are tightly clasped, each adorned with rose-colored diamond rings from a certain brand’s Love series, known as “K.” Yu Kai replied, “I have plucked the moon.” She accompanied her response with the same image. As a result, on that day, the devoted fans of both parties were in a frenzy on Weibo, rushing around in distress and shedding tears. The fans of the couple (CP) exploded with excitement, causing the webpage to crash for the entire day."
The Crown I Will Take From You,['너에게 빼앗을 왕관'],korean,"['willbright', '윌브라이트']","['fantasy', 'romance']","['aristocracy', 'european ambience', 'female protagonist', 'obsessive love', 'revenge', 'royalty', 'second chance']",https://cdn.novelupdates.com/images/2024/04/The-Crown-I-Will-Take-From-You_1712166893.jpg,"I held my swollen belly with my second child and heard the news of my husband’s marriage. It was a painful betrayal by my husband I loved with all my life. “Ahaha! You’re a Princess and you act so proud, but look at you. Valdina was destroyed, and your brother was torn into pieces by demonic beasts. Because a s*upid like you!” My brother died, and my country was destroyed. Even the children born from the embryo died at the hands of their father. The moment I took the poison, realizing that all of this was a plan by my uncle’s family and my husband. “I’m back… Again…” I returned to the past 13 years ago. With my experience as a Kingmaker who established my husband as an Emperor in a fierce battle for the throne, and with memories of everything that will happen in the future, I was shocked and realized. God has granted my last request. “Claudio.” All the glory given to my uncle will lose its luster. “Jason.” The glorious crown my husband desired would be taken away. “I’m back.” The prophecy that returned once in a lifetime shined in a gloomy light. To get my revenge, I, Medea, would stop at nothing."
The Deer Falls Into The Tiger’s Den,['鹿陷虎口'],chinese,"['empty chrysanthemum', '空菊']","['romance', 'slice of life', 'yaoi']","['acting', 'arranged marriage', 'business management', 'businessmen', 'forced into a relationship', 'naive protagonist', 'showbiz']",https://cdn.novelupdates.com/images/2024/03/The-Deer-Falls-Into-The-Tigers-Den.jpg,"The big tiger bullies the little plum blossom deer into addiction and ends up falling into the trap himself. Perspective of the Little Gong:
Down-and-out CEO Xue Wensong is forced to marry the illegitimate child of a big family. After marriage, he discovers many secrets about his new spouse. Until one day, he sees his wife acting as a stand-in for someone else on a movie set. The CEO is not pleased and brings the person back home. Perspective of the Little Shou:
Lin Lu, a senior student who ventures alone into the entertainment industry, inexplicably gains a husband. However, this does not deter him from pursuing his dream of entering the entertainment industry for his idol."
The Demon King of Lust’s Cheating Slow Life in Another World,"['Shikiyoku no maō no chītona isekai slow life', '色欲の魔王のチートな異世界スローライフ']",japanese,['パットン石田'],"['action', 'adult', 'adventure', 'fantasy', 'harem']","['ability steal', 'alchemy', 'aristocracy', 'beastkin', 'beautiful female lead', 'blacksmith', 'charismatic protagonist', 'demon lord', 'demons', 'depictions of cruelty', 'dragons', 'dwarfs', 'elves', 'first-time interc**rse', 'f*llatio', 'gods', 'guilds', 'healers', 'hidden abilities', 'incubus', 'magic beasts', 'm*sturbation', 'or*y', 'outdoor interc**rse', 'paizuri', 'polygamy', 'pregnancy', 'r-18', 'reincarnated in another world', 'skill assimilation', 'succubus', 'sword and magic', 'threesome']",https://www.novelupdates.com/img/noimagefound.jpg,"What I asked Evil God-san was my honest desire, [I want to make out with girls. I want to do lots of naughty things]. Evil God-san willingly listened to my wish, gave me various powers, and reincarnated me into another world."
The Dungeon Monsters Keep Offering Sacrifices,['던전 몬스터들이 자꾸 제물을 바친다'],korean,"['sern', '세른']","['action', 'fantasy', 'mature', 'supernatural']","['beautiful female lead', 'demon lord', 'demons', 'depictions of cruelty', 'dungeon master', 'dungeons', 'evil gods', 'evil protagonist', 'fantasy world', 'game elements', 'gods', 'kingdom building', 'level system', 'loyal subordinates', 'male protagonist', 'misunderstandings', 'modern day', 'multiple pov', 'religions', 'returning from another world', 'r*pe', 's*xual abuse', 'special abilities', 'strength-based social hierarchy', 'succubus', 'summoning magic', 'wars', 'weak to strong']",https://cdn.novelupdates.com/images/2023/10/The-dungeon-monsters-keep-offering-sacrifices.png,"The newly started game is connected to another world. But they keep offering sacrifices. I graduated at the bottom of my class at the academy, and now it’s my turn to become stronger in this other world where I was once banished."
The Education of the Grand Duke Continues Even at Night.,"['ECN', '대공의 교육은 밤에도 계속된다']",korean,['김연서'],"['adult', 'fantasy', 'mature', 'romance', 'smut']","['beautiful female lead', 'enemies become lovers', 'female protagonist', 'first-time interc**rse', 'handsome male lead', 'jealousy', 'male yandere', 'nobles', 'older love interests', 'royalty', 'student-teacher relationship', 'teachers', 'tsundere', 'yandere']",https://cdn.novelupdates.com/images/2024/03/The-Education-of-the-Grand-Duke-Continues-Even-at-Night.png,"Suddenly, the emperor collapsed, and the empire faced a crisis. To the princess burdened with leading the country alone, Grand Duke Arkenian, her childhood mentor, was the most reliable ally. “It seems there’s nothing out of the ordinary. You can proceed as plan.” “Thank you, Your Grace. Oh, there’s also something I wanted to discuss about the trade agreement…” Daily sessions of state affairs education continued without fail. However, once the Grand Duke’s teachings concluded, inevitably, another form of education began. “Your Grace! You said we were taking a break from state affairs education today…!” “I’m sorry, but I never said we wouldn’t have any other form of education.” His strong arm wrapped firmly around her waist. Though the public believed them to have a friendly relationship based on mutual respect, to her, the Grand Duke was always a difficult and an intimidating mentor. “Don’t be insolent. Haven’t you outgrown your rebellious phase?” “Ugh, please stop…” “Shall we see today how much your patience have improved?” *** “Lie Down.” The Grand Duke ordered briefly. Making her lie down like this and f*cking her from behind was his favorite position, but from Rohte’s perspective it was also the position she wanted to avoid the most. Not only did she have to expose her messy, wet underside for his invasion,
but the Grand Duke’s massive member was always difficult to accommodate even in the most favorable position. “Haah, last time, we did it in this position…” “It’s a review, Your Highness.” The Grand Duke whispered, nibbling at her earlobe.
Claiming it was an essential step to ensure she didn’t forget what she learned. His low playful tone sounded almost like he was teasing her."
The Emperor’s Beloved Ugly Girl,['朕心爱的丑姑娘，请多指教'],chinese,['一味相思'],"['adult', 'historical', 'psychological', 'romance', 'shoujo']","['ancient china', 'awkward protagonist', 'bickering couple', 'character growth', 'clingy lover', 'complex family relationships', 'couple growth', 'discrimination', 'disfigurement', 'domestic affairs', 'doting love interests', 'fallen nobility', 'female protagonist', 'first love', 'hard-working protagonist', 'loyal subordinates', 'mysterious past', 'older love interests', 'rich to poor', 'schemes and conspiracies', 'tragic past', 'ugly protagonist', 'unconditional love', 'weak to strong']",https://cdn.novelupdates.com/images/2020/04/beloveduglygal1.jpg,"Hearing that her fiancé, the elegant Crown Prince, had become a paralytic, the noble girl who always wanted to outdo her peers couldn’t take the blow and killed herself, so her halpless disfigured maid had to finish the wedding ceremony with the Crown Prince on her behalf. “You are a paralyzed man, and I am an ugly girl. We are both despised by others, so we’d better stop loathing each other.” When they first met, she was all bluffing and pompous. … “Please keep instructing me for the rest of my life.” said the once paralyzed cripple who walked slowly towards her years later while putting a phoenix coronet over her head himself. “Instruct—Instruct how?” asked the bold and naughty ugly girl who acted bashfully like a newlywed at the moment, which was rare to see on usual days. “To instruct me this way…” His face was full of tenderness, while his fingers tried to untie the lute-like buckle of her underwear slowly."
The Empress’s Transmigration into a Magnate’s Wife,['当皇后成了豪门太太'],chinese,['松子'],"['fantasy', 'josei', 'romance']","['abusive characters', 'arranged marriage', 'beautiful female lead', 'business management', 'calm protagonist', 'cruel characters', 'cunning protagonist', 'doting love interests', 'female protagonist', 'handsome male lead', 'human experimentation', 'imperial harem', 'love interest falls in love first', 'love rivals', 'love triangles', 'lovers reunited', 'marriage', 'modern day', 'multiple transported individuals', 'parallel worlds', 'reincarnation', 'schemes and conspiracies', 'second chance', 'secret relationship', 'sibling rivalry', ""sibling's care"", 'smart couple', 'time travel', 'wealthy characters']",https://cdn.novelupdates.com/images/2023/08/The-Empresss-Transmigration-into-a-Magnates-Wife.jpg,"She was an empress who had been immersed in the inner palace for thirty years, yet she died silently in the cold palace. When she opened her eyes again, she had become the well-regarded wife of a prominent household. Yan Dai stared at her rival in confusion and asked little uncle: “I’m the official wife. As long as I’m still here, she’s just a concubine even if she enters the door. How dare she overstep her bounds and make trouble for me? Does she want to die?” Huo Shaojie, deceased. Yan Dai looked at her sister-in-law innocently: “Give birth? Since she’s a concubine, the children born to a concubine should be raised by me, the official wife. Why would I torture myself by giving birth?” Sister-in-law, deceased. Yan Dai looked at Huo Shaoting, holding a small notebook and earnestly asking him: “Husband, how many concubines are you planning to take? Let me make some plans for you…” Huo Shaoting: “???” What is taking concubines when you already have a wife?"
The Entire City Is My Husband,['全城都是我老攻'],chinese,['乌龙煮雪'],"['action', 'mystery', 'romance', 'shounen ai', 'yaoi']","['amnesia', 'appearance changes', 'calm protagonist', 'cautious protagonist', 'charismatic protagonist', 'cold protagonist', 'comedic undertone', 'determined protagonist', 'devoted love interests', 'disabilities', 'doting love interests', 'handsome male lead', 'male yandere', 'modern day', 'obsessive love', 'power couple', 'strong love interests', 'survival', 'system administrator', 'wealthy characters']",https://cdn.novelupdates.com/images/2022/12/The-Entire-City-Is-My-Husband.jpg,"They had grown up together and gotten married, but Xie Shiyu had unfortunately passed away in a plane crash. Chu Feng couldn’t accept this fate and thus chose to find solace like this. The system extracted countless versions of Xie Shiyu from his memory and created Chu Feng’s Dream City from it. “Chu Feng gege, I want a hug!” A 5-year-old Shiyu ran into his embrace. “Where’s my good morning kiss today, Professor Chu?” An 18-year-old school tyrant wrapped his arm around Chu Feng’s shoulder. “Let’s do it in my office later,” A 25-year-old President Xie wrapped his arm around his waist. Chu Feng was very happy playing with the entire city of Xie Shiyus and thus lived happily ever after. —That is, if you ignore the pain in his waist every night. However, there was a curse in this happy Dream City. The Xie Shiyus in his Dream City would also experience a terrible fate of death, whether it was the bus exploding, the playground catching fire, or the bridge cracking in half… What was supposed to be a sweet couple game instantly turned into a survival game. Chu Feng could only request the game to assign him a guardian for protection after that. As a result, the system gave him the highest-ranked S guardian, X, to protect him. It sounded very reassuring indeed. But not long after, Chu Feng found that the S-ranked Guardian was a little over the top. He would hold his hand while disarming the bomb, grab his waist when jumping into the ocean, and princess carry him when walking out of a fire. There was even an instance where he brought Chu Feng to the 108th floor of the hotel to stargaze. Chu Feng: I’m sorry but I’m taken. I have a boyfriend.
Guardian X: That’s not what the files in the system said.
Chu Feng: What does it say?
Guardian X: Widowed, depressed, and looking for love.
Chu Feng: …"
The Ex-Girlfriend’s Guide to HE [Quick Transmigration],['前任女配HE指南[快穿]'],chinese,['露深'],"['adult', 'romance']","['female protagonist', 'world hopping']",https://cdn.novelupdates.com/images/2024/02/The-ExGirlfriends-Guide-to-HE-Quick-Transmigration.jpg,"Jing Zhao was an employee of the Quick Transmigration Department. In each task world, her job was to play the role of the male protagonist’s first girlfriend. Since her task was to be a cannon fodder, the role she played was always either arrogant, hypocritical, or greedy for money — which would contrast sharply to the true, kind, and beautiful female protagonist who would stand next to the male protagonist in the future. The damage that the male protagonist suffered because of Jing Zhao would thus be healed by the female protagonist, and the male protagonist and female protagonist would thus, achieve a HE — Happy Ending. However, the Lord God told Jing Zhao that the male protagonists that she had abused was so deeply hurt that they no longer believed in love. All the employees of the True Love team that were sent to them failed to heal them and had to return defeated. As such, their task worlds collapsed and were destroyed… As such, Jing Zhao was forced to return, clean up the mess that she’d made, and reconstruct those task worlds."
The Exorcist,"['驅魔人', '驱魔人']",chinese,"['liu an hua ming', '柳暗花溟']","['action', 'horror', 'romance', 'supernatural']","['beautiful female lead', 'couple growth', 'exorcism', 'female protagonist', 'ghosts', 'handsome male lead', 'hidden abilities', 'male protagonist', 'mysterious past', 'sealed power', ""seeing things other humans can't""]",https://cdn.novelupdates.com/images/2021/07/The-Exorcist.jpg,"Death is only the beginning….
He is the boss of a small bar. Despite his gentle and amicable appearance, he is actually cold and detached. He was born with the ability to communicate with spirits but sealed it away, unwilling to get involved with the supernatural.
She is a rather unqualified lawyer. Timid as a mouse yet hates evil with a passion. Her birthdate is inauspicious but she’s also blessed by Buddha.
A weird and bloody case forced them together. Her cases grew more and more dangerous while his sealed abilities awakened and grew stronger. They were initially repulsed by each other, which turned to understanding, getting along, cooperating, and finally a mysterious yet fierce attraction. With the help of a friend, the two of them solve the city’s horror stories one after the other."
The Female Supporting Actress is Acting Again,['女配她又在演戏'],chinese,"['qingqin', '卿亲']","['comedy', 'drama', 'romance']","['abandoned children', 'acting', 'beautiful female lead', 'celebrities', 'family', 'female protagonist', 'modern day', 'reincarnation', 'showbiz', 'system administrator', 'transmigration', 'wealthy characters']",https://cdn.novelupdates.com/images/2024/02/The-Female-Supporting-Actress-is-Acting-Again.png,"In the novel “For You”, the villainess Lin Jianqing has two sons. She abandoned her four year old biological son, and he struggled to survive in red light districts and black boxing rings. Twenty years later, he became the all-powerful villain in the novel. Her stepson was abused by her since he was a child. He went from lively and active to taciturn. Twenty years later, he inherited the family business and became the well-deserved aloof male protagonist in the novel. Traveler Lin Jianqing: “…” Count the ball! In order to save her life, Lin Jianqing played countless roles: a manic-depressive patient with ambitions and a strong heart, a single mother who had to endure hardships, and a poor little white flower who couldn’t love, inspirational female star in the entertainment industry… The actress is a great supporting actress, and she truly deserves her title! … Wei Sheng is a man who is more stable than romantic. He is suitable for being a father, but not suitable for being a husband. But few people know that when this guy seriously picks up his notebook and takes notes, he will become a husband… Grass. So handsome that your legs feel weak, and so cute that your heart trembles!"
The First Boss of Horror Tales,"['Folklore’s #1 Boss', 'No.1 Boss of Horror Tales', '诡话第一boss']",chinese,"['wu jiudian', '吾九殿']","['fantasy', 'horror', 'mature', 'romance', 'supernatural', 'yaoi']","['anti-social protagonist', 'calm protagonist', 'child abuse', 'clever protagonist', 'cold protagonist', 'cunning protagonist', 'daoism', 'depictions of cruelty', 'distrustful protagonist', 'eidetic memory', 'enemies become lovers', 'evil gods', 'folklore', 'ghosts', 'gore', 'late romance', 'monsters', 'multiple pov', 'past plays a big role', 'past trauma', 'possessive characters', 'power couple', 'romantic subplot', 'ruthless protagonist', 'stubborn protagonist', 'survival game', 'unlimited flow']",https://cdn.novelupdates.com/images/2023/08/No-Boss-of-Horror-Tales.jpg,"The third year spiritual energy was revived, humanity got swept into a real-life game of oddities, 《Folklore》.
The game randomly extracted from strange stories for its quests: If won, the quest’s boss would turn into a guardian deity, holding back all sorts of evils; If failed, the oddities would completely revive, and the area implicated in the quest would completely fall to enemy occupation! As it had impact,
The players participating in the quest and the stream audience hated idiots who were burdens the most. Unfortunately, when a disaster-level quest got unlocked, matched into the quest, was this,
Silver-grey long-haired, pessimistic, sickly, when others fought he slept, when others ran he showered
No matter how much more good-looking they were, it could not conceal that “I don’t want to live, everyone die with me” kind of anti-social air When his data was pulled up:
24k pure newbie. Everyone’s eyes went dark, GDI, this isn’t even enough for a bite for the boss! Yet no one knew, Wei E once was drawn into a different, much higher-dimension UF world
Over there, there would be a small quest every three days, and one big quest every five. Each quest would be stifled with a manic hopelessness, driving people to their deaths. No player was able to hang on for three years, and Wei E was the first who had a chance to live past three years—— after he bombed the Creator. When the Creator’s space was collapsing
Wei E reminisced these three years of endless fighting for his life, and strongly vowed: If there was a next life, he would definitely not get mixed in it again! Once Wei E opened his eyes, he returned to the familiar blue planet
But before he could get excited, he discovered…… the Creator followed him out too : )
—- That day the hunting grounds got destroyed, the Creator vowed there would be one day he would kill that insolent ant
When Wei E occasionally brushed his teeth and looked up, he could see the mirror written with: “After one hundred days, I will definitely kill you.” By the fiftieth day [left], a player confessed to Wei E.
By the thirtieth day, Wei E made it to first place in 《Folklore’s》most charming guy.
By the tenth day, the quest boss threw themselves on him.
By the fifth day, third day, each day, there would be people on the forums calling themselves Wei E’s dog. On the final day, the Creator really grabbed Wei E’s throat, with his voice dark and frenzied: “I said, I would kill you sooner or later.” However, seeing Wei E’s wearily curled lips, He thought, I perhaps should change the method.
For example, beneath his body.
———— When Wei E solved the first disaster-level quest, there were still people who felt it was a mere coincidence.
But when each and every one of the disaster-level continuously got cracked, life got brought back from death, they then shockingly discovered, that was not a coincidence, but hope that would make even spent clay revivify. And in this absurd, despairing world, he was the walking——
#1 boss!"
